Employee_ID,State,District,Occupation,Industry,Skill_Level,Employment_Type,Gender,Age,Experience_Years,Working_Days,Hours_Per_Day,Total_Hours_Worked,Overtime_Hours,Weekend_Hours,Night_Shift,Minimum_Hourly_Wage,Actual_Hourly_Wage,Expected_Salary,Actual_Salary,Bonus,Legal_Deductions,Illegal_Deductions,PF_Deduction,ESI_Deduction,Attendance_Percentage,Leaves_Taken,Contract_Type,Company_Size,Company_Type,Payslip_Provided,Bank_Payment,Overtime_Paid,Minimum_Wage_Violation,Overtime_Violation,Illegal_Deduction_Violation,Late_Payment,Salary_Delay_Days,Complaint_History,Union_Member,Risk_Score,Wage_Theft,Theft_Type
EMP015299,Tamil Nadu,District Y,Teacher,Manufacturing,Skilled,Permanent,Female,43,17,26,8,196,19,6,Yes,507,507,118638,119329,335,341,0,580,273,88,0,Monthly,Large,Private,Yes,Yes,Yes,No,No,No,No,0,No,Yes,0,No,None
EMP015300,Tamil Nadu,District Y,Teacher,Manufacturing,Skilled,Permanent,Female,22,20,26,8,214,29,7,No,564,564,153408,155789,1213,1127,0,1598,515,94,3,Monthly,Medium,Government,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP015301,Tamil Nadu,District Y,Teacher,Manufacturing,Skilled,Permanent,Male,57,19,26,8,197,25,6,Yes,532,532,131404,130879,2265,1210,0,311,286,93,3,Monthly,Large,Contractor,Yes,Yes,Yes,No,No,No,Yes,10,No,No,15,Yes,Delayed Salary
EMP015302,Tamil Nadu,District Y,Security Guard,Manufacturing,Skilled,Permanent,Female,28,9,26,8,192,14,2,No,122,122,26840,27440,2781,678,0,1316,575,95,0,Monthly,Small,Government,Yes,Yes,Yes,No,No,No,No,0,Yes,Yes,0,No,None
EMP015303,Tamil Nadu,District Y,Factory Worker,Manufacturing,Skilled,Permanent,Female,18,21,26,8,206,3,7,No,230,230,48760,50472,816,128,0,276,374,93,4,Monthly,Large,Contractor,Yes,Yes,Yes,No,No,No,No,0,Yes,Yes,0,No,None
EMP015304,Tamil Nadu,District Y,Nurse,Manufacturing,Skilled,Permanent,Female,24,4,26,8,191,21,3,Yes,244,244,56852,53015,1976,1337,0,554,680,87,1,Monthly,Small,Contractor,Yes,Yes,Yes,No,No,No,Yes,10,Yes,No,15,Yes,Delayed Salary
EMP015305,Tamil Nadu,District Y,Delivery Partner,Manufacturing,Skilled,Permanent,Female,49,9,26,8,220,25,5,No,151,151,40770,35290,1233,550,842,1532,668,92,4,Monthly,Small,Private,Yes,Yes,No,No,Yes,Yes,Yes,15,Yes,No,65,Yes,Multiple Violations
EMP015306,Tamil Nadu,District Y,Teacher,Manufacturing,Skilled,Permanent,Male,27,27,26,8,219,21,1,Yes,503,503,131283,133758,427,355,0,713,350,91,5,Monthly,Medium,Contractor,Yes,Yes,Yes,No,No,No,No,0,No,Yes,0,No,None
EMP015307,Tamil Nadu,District Y,Teacher,Manufacturing,Skilled,Permanent,Female,55,9,26,8,207,1,5,No,285,285,59565,59694,2970,930,0,1594,229,99,0,Monthly,Small,Government,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP015308,Tamil Nadu,District Y,Factory Worker,Manufacturing,Skilled,Permanent,Male,40,13,26,8,215,18,4,Yes,182,182,45682,47739,268,866,0,161,210,91,1,Monthly,Large,Private,Yes,Yes,Yes,No,No,No,No,0,Yes,Yes,0,No,None
EMP015309,Tamil Nadu,District Y,Nurse,Manufacturing,Skilled,Permanent,Female,53,17,26,8,223,16,0,No,356,356,90780,88891,2044,1021,0,682,751,92,4,Monthly,Small,Private,Yes,Yes,Yes,No,No,No,Yes,9,No,Yes,15,Yes,Delayed Salary
EMP015310,Tamil Nadu,District Y,Electrician,Manufacturing,Skilled,Permanent,Male,41,12,26,8,196,17,5,No,282,282,64860,67224,2007,1440,0,95,693,97,5,Monthly,Medium,Government,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP015311,Tamil Nadu,District Y,Security Guard,Manufacturing,Skilled,Permanent,Male,28,23,26,8,208,2,0,Yes,148,148,31376,26302,2444,779,1172,936,760,87,3,Monthly,Medium,Contractor,Yes,Yes,No,No,Yes,Yes,Yes,10,No,No,65,Yes,Multiple Violations
EMP015312,Tamil Nadu,District Y,Electrician,Manufacturing,Skilled,Permanent,Female,36,6,26,8,191,6,4,No,197,197,39991,37135,1302,923,0,1153,682,99,4,Monthly,Medium,Government,Yes,Yes,No,No,Yes,No,No,0,No,Yes,30,Yes,Unpaid Overtime
EMP015313,Tamil Nadu,District Y,Teacher,Manufacturing,Skilled,Permanent,Male,37,7,26,8,204,21,4,Yes,367,367,90282,84627,2635,52,1810,715,239,84,2,Monthly,Medium,Contractor,Yes,Yes,Yes,No,No,Yes,No,0,Yes,No,20,Yes,Illegal Deduction
EMP015314,Tamil Nadu,District Y,Teacher,Manufacturing,Skilled,Permanent,Female,18,15,26,8,206,6,5,Yes,517,517,112706,113340,1331,815,0,967,216,96,4,Monthly,Large,Government,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP015315,Tamil Nadu,District Y,Electrician,Manufacturing,Skilled,Permanent,Female,23,2,26,8,228,25,7,No,188,188,52264,53364,972,249,0,567,745,81,3,Monthly,Large,Private,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP015316,Tamil Nadu,District Y,Security Guard,Manufacturing,Skilled,Permanent,Female,19,25,26,8,232,21,8,Yes,137,137,37538,39219,2328,618,0,306,41,85,0,Monthly,Small,Government,Yes,Yes,Yes,No,No,No,No,0,No,Yes,0,No,None
EMP015317,Tamil Nadu,District Y,Security Guard,Manufacturing,Skilled,Permanent,Female,51,26,26,8,214,26,3,Yes,133,123,35378,30668,2600,522,0,1540,752,93,2,Monthly,Large,Government,Yes,Yes,Yes,Yes,No,No,Yes,24,Yes,No,50,Yes,Multiple Violations
EMP015318,Tamil Nadu,District Y,Factory Worker,Manufacturing,Skilled,Permanent,Female,46,10,26,8,230,30,2,No,159,159,46110,46359,1475,1024,0,52,652,82,4,Monthly,Large,Private,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP015319,Tamil Nadu,District Y,Security Guard,Manufacturing,Skilled,Permanent,Male,56,10,26,8,198,28,8,No,179,179,45466,47424,158,267,0,688,57,84,0,Monthly,Medium,Private,Yes,Yes,Yes,No,No,No,No,0,Yes,Yes,0,No,None
EMP015320,Tamil Nadu,District Y,Nurse,Manufacturing,Skilled,Permanent,Male,34,30,26,8,186,10,1,No,403,393,83018,80815,2136,1121,2974,1318,754,85,5,Monthly,Small,Private,Yes,Yes,No,Yes,Yes,Yes,Yes,30,Yes,No,100,Yes,Multiple Violations
EMP015321,Tamil Nadu,District Y,Teacher,Manufacturing,Skilled,Permanent,Female,26,25,26,8,193,4,3,Yes,329,329,66129,66982,650,938,0,385,274,88,3,Monthly,Medium,Contractor,Yes,Yes,Yes,No,No,No,No,0,No,Yes,0,No,None
EMP015322,Tamil Nadu,District Y,Electrician,Manufacturing,Skilled,Permanent,Male,44,18,26,8,231,1,5,No,317,317,73861,74885,77,1183,0,1250,507,92,4,Monthly,Medium,Government,Yes,Yes,Yes,No,No,No,No,0,No,Yes,0,No,None
EMP015323,Tamil Nadu,District Y,Teacher,Manufacturing,Skilled,Permanent,Female,40,19,26,8,233,14,6,No,251,251,65511,65527,819,402,0,1526,307,85,0,Monthly,Small,Private,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP015324,Tamil Nadu,District Y,Factory Worker,Manufacturing,Skilled,Permanent,Male,32,5,26,8,209,4,4,No,247,247,53599,53742,2267,166,0,1351,187,81,2,Monthly,Medium,Contractor,Yes,Yes,Yes,No,No,No,No,0,No,No,0,No,None
EMP015325,Tamil Nadu,District Y,Factory Worker,Manufacturing,Skilled,Permanent,Female,26,27,26,8,192,10,4,Yes,178,178,37736,39781,2070,1160,0,349,83,81,1,Monthly,Large,Contractor,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP015326,Tamil Nadu,District Y,Factory Worker,Manufacturing,Skilled,Permanent,Male,56,28,26,8,197,27,2,Yes,210,210,52710,53383,2014,577,0,1015,537,80,0,Monthly,Small,Private,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP015327,Tamil Nadu,District Y,Nurse,Manufacturing,Skilled,Permanent,Female,57,14,26,8,186,15,4,Yes,294,284,63504,58188,274,12,0,691,515,94,4,Monthly,Large,Government,Yes,Yes,No,Yes,Yes,No,No,0,No,No,65,Yes,Multiple Violations
EMP015328,Tamil Nadu,District Y,Delivery Partner,Manufacturing,Skilled,Permanent,Female,22,10,26,8,203,5,6,Yes,150,140,31950,29331,2888,1324,1016,1335,771,81,4,Monthly,Medium,Private,Yes,Yes,No,Yes,Yes,Yes,No,0,Yes,Yes,85,Yes,Multiple Violations
EMP015329,Tamil Nadu,District Y,Teacher,Manufacturing,Skilled,Permanent,Male,19,13,26,8,210,8,1,No,431,431,97406,96606,1960,299,0,531,284,82,1,Monthly,Medium,Government,Yes,Yes,Yes,No,No,No,Yes,10,Yes,Yes,15,Yes,Delayed Salary
EMP015330,Tamil Nadu,District Y,Delivery Partner,Manufacturing,Skilled,Permanent,Male,51,18,26,8,206,0,6,Yes,237,237,48822,46333,2669,21,0,1541,245,92,2,Monthly,Large,Contractor,Yes,Yes,Yes,No,No,No,Yes,10,Yes,Yes,15,Yes,Delayed Salary
EMP015331,Tamil Nadu,District Y,Nurse,Manufacturing,Skilled,Permanent,Female,51,24,26,8,219,23,1,No,329,329,87185,88870,2514,1403,0,150,174,84,5,Monthly,Small,Private,Yes,Yes,Yes,No,No,No,No,0,No,Yes,0,No,None
EMP015332,Tamil Nadu,District Y,Electrician,Manufacturing,Skilled,Permanent,Female,52,30,26,8,194,12,4,Yes,204,204,44472,46470,1519,231,0,388,598,97,1,Monthly,Small,Private,Yes,Yes,Yes,No,No,No,No,0,No,Yes,0,No,None
EMP015333,Tamil Nadu,District Y,Security Guard,Manufacturing,Skilled,Permanent,Female,50,11,26,8,228,0,1,No,123,123,28044,28882,2026,184,0,447,133,93,1,Monthly,Large,Contractor,Yes,Yes,Yes,No,No,No,No,0,No,No,0,No,None
EMP015334,Tamil Nadu,District Y,Nurse,Manufacturing,Skilled,Permanent,Male,18,11,26,8,218,26,0,No,249,239,67230,66031,2273,879,1087,1327,358,81,4,Monthly,Medium,Contractor,Yes,Yes,Yes,Yes,No,Yes,Yes,27,Yes,Yes,70,Yes,Multiple Violations
EMP015335,Tamil Nadu,District Y,Security Guard,Manufacturing,Skilled,Permanent,Female,54,10,26,8,223,30,3,No,136,126,38488,33136,2724,826,0,1507,508,84,2,Monthly,Large,Government,Yes,Yes,Yes,Yes,No,No,No,0,No,No,35,Yes,Minimum Wage Violation
EMP015336,Tamil Nadu,District Y,Nurse,Manufacturing,Skilled,Permanent,Male,53,14,26,8,210,13,0,Yes,436,436,102896,99242,2512,415,0,1059,59,97,2,Monthly,Small,Contractor,Yes,Yes,No,No,Yes,No,No,0,No,No,30,Yes,Unpaid Overtime
EMP015337,Tamil Nadu,District Y,Factory Worker,Manufacturing,Skilled,Permanent,Female,53,28,26,8,215,4,5,No,177,177,39471,39564,2959,45,0,1066,554,91,1,Monthly,Small,Private,Yes,Yes,Yes,No,No,No,No,0,No,No,0,No,None
EMP015338,Tamil Nadu,District Y,Delivery Partner,Manufacturing,Skilled,Permanent,Male,56,16,26,8,192,29,8,No,125,125,31250,26978,479,262,0,442,609,85,1,Monthly,Small,Private,Yes,Yes,No,No,Yes,No,Yes,21,No,Yes,45,Yes,Multiple Violations
EMP015339,Tamil Nadu,District Y,Factory Worker,Manufacturing,Skilled,Permanent,Male,30,27,26,8,197,9,8,No,231,231,49665,51428,2879,1137,0,1402,766,95,5,Monthly,Large,Contractor,Yes,Yes,Yes,No,No,No,No,0,No,Yes,0,No,None
EMP015340,Tamil Nadu,District Y,Teacher,Manufacturing,Skilled,Permanent,Male,28,7,26,8,223,22,5,No,261,261,69687,70174,112,398,0,675,579,85,0,Monthly,Small,Government,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP015341,Tamil Nadu,District Y,Delivery Partner,Manufacturing,Skilled,Permanent,Male,40,26,26,8,214,1,3,No,165,155,35640,32688,2486,780,0,485,731,86,5,Monthly,Small,Government,Yes,Yes,Yes,Yes,No,No,No,0,No,No,35,Yes,Minimum Wage Violation
EMP015342,Tamil Nadu,District Y,Security Guard,Manufacturing,Skilled,Permanent,Female,48,15,26,8,230,21,3,No,153,143,41616,36373,2444,1358,1406,630,254,99,3,Monthly,Large,Contractor,Yes,Yes,No,Yes,Yes,Yes,Yes,22,No,Yes,100,Yes,Multiple Violations
EMP015343,Tamil Nadu,District Y,Security Guard,Manufacturing,Skilled,Permanent,Female,60,14,26,8,211,5,0,No,173,173,38233,33345,2558,58,0,859,667,99,0,Monthly,Large,Government,Yes,Yes,No,No,Yes,No,Yes,13,No,Yes,45,Yes,Multiple Violations
EMP015344,Tamil Nadu,District Y,Nurse,Manufacturing,Skilled,Permanent,Male,22,13,26,8,226,24,4,No,390,390,106860,107345,1418,130,0,1510,432,94,1,Monthly,Large,Private,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP015345,Tamil Nadu,District Y,Electrician,Manufacturing,Skilled,Permanent,Male,33,5,26,8,226,0,8,Yes,236,236,53336,54660,2382,893,0,1709,531,80,2,Monthly,Medium,Contractor,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP015346,Tamil Nadu,District Y,Electrician,Manufacturing,Skilled,Permanent,Female,29,27,26,8,185,15,5,No,247,237,53105,51216,2961,1220,0,1286,726,84,4,Monthly,Small,Private,Yes,Yes,Yes,Yes,No,No,No,0,Yes,No,35,Yes,Minimum Wage Violation
EMP015347,Tamil Nadu,District Y,Factory Worker,Manufacturing,Skilled,Permanent,Male,54,21,26,8,225,13,1,No,175,165,43925,38663,1713,1402,0,1354,291,98,3,Monthly,Medium,Contractor,Yes,Yes,Yes,Yes,No,No,No,0,No,Yes,35,Yes,Minimum Wage Violation
EMP015348,Tamil Nadu,District Y,Teacher,Manufacturing,Skilled,Permanent,Male,59,6,26,8,210,7,0,No,304,294,68096,63630,2243,830,0,789,142,88,5,Monthly,Large,Private,Yes,Yes,Yes,Yes,No,No,No,0,No,Yes,35,Yes,Minimum Wage Violation
EMP015349,Tamil Nadu,District Y,Security Guard,Manufacturing,Skilled,Permanent,Male,37,2,26,8,226,12,1,No,164,164,41000,42407,1554,599,0,1690,320,96,0,Monthly,Medium,Government,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP015350,Tamil Nadu,District Y,Nurse,Manufacturing,Skilled,Permanent,Female,56,27,26,8,228,0,7,Yes,324,324,73872,74566,1312,624,0,1105,433,82,3,Monthly,Medium,Contractor,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP015351,Tamil Nadu,District Y,Delivery Partner,Manufacturing,Skilled,Permanent,Female,19,16,26,8,202,3,0,No,129,119,26832,24222,2282,747,0,1773,608,100,0,Monthly,Medium,Government,Yes,Yes,No,Yes,Yes,No,Yes,13,No,No,80,Yes,Multiple Violations
EMP015352,Tamil Nadu,District Y,Electrician,Manufacturing,Skilled,Permanent,Female,55,15,26,8,218,18,0,Yes,273,263,69342,64966,525,548,0,1412,288,83,1,Monthly,Small,Government,Yes,Yes,No,Yes,Yes,No,No,0,Yes,Yes,65,Yes,Multiple Violations
EMP015353,Tamil Nadu,District Y,Factory Worker,Manufacturing,Skilled,Permanent,Male,43,27,26,8,203,17,7,No,143,143,33891,34036,311,58,0,1616,788,97,5,Monthly,Large,Private,Yes,Yes,Yes,No,No,No,No,0,Yes,Yes,0,No,None
EMP015354,Tamil Nadu,District Y,Factory Worker,Manufacturing,Skilled,Permanent,Female,23,18,26,8,188,21,2,Yes,217,217,49910,44207,1578,1050,0,98,755,81,4,Monthly,Large,Government,Yes,Yes,Yes,No,No,No,Yes,19,No,No,15,Yes,Delayed Salary
EMP015355,Tamil Nadu,District Y,Electrician,Manufacturing,Skilled,Permanent,Female,35,16,26,8,196,15,0,Yes,304,304,68704,68966,1464,1227,0,620,364,82,0,Monthly,Small,Government,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP015356,Tamil Nadu,District Y,Delivery Partner,Manufacturing,Skilled,Permanent,Female,38,26,26,8,217,13,0,No,134,134,32562,27809,2894,1073,2879,600,652,84,3,Monthly,Large,Private,Yes,Yes,Yes,No,No,Yes,No,0,No,No,20,Yes,Illegal Deduction
EMP015357,Tamil Nadu,District Y,Delivery Partner,Manufacturing,Skilled,Permanent,Female,39,7,26,8,194,14,4,No,136,136,30192,30637,145,1012,0,1208,522,93,1,Monthly,Small,Private,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP015358,Tamil Nadu,District Y,Electrician,Manufacturing,Skilled,Permanent,Male,33,1,26,8,197,4,2,No,263,253,53915,49389,1602,679,0,1346,474,87,4,Monthly,Small,Private,Yes,Yes,Yes,Yes,No,No,No,0,No,Yes,35,Yes,Minimum Wage Violation
EMP015359,Tamil Nadu,District Y,Security Guard,Manufacturing,Skilled,Permanent,Female,29,14,26,8,195,16,7,No,169,169,38363,39775,2601,990,0,2,591,90,5,Monthly,Large,Government,Yes,Yes,Yes,No,No,No,No,0,No,Yes,0,No,None
EMP015360,Tamil Nadu,District Y,Electrician,Manufacturing,Skilled,Permanent,Male,45,14,26,8,209,20,3,No,318,318,79182,80178,1929,1042,0,1122,186,86,4,Monthly,Large,Contractor,Yes,Yes,Yes,No,No,No,No,0,No,No,0,No,None
EMP015361,Tamil Nadu,District Y,Security Guard,Manufacturing,Skilled,Permanent,Female,60,27,26,8,185,5,4,Yes,160,150,31200,25339,469,1348,0,612,62,93,0,Monthly,Large,Private,Yes,Yes,No,Yes,Yes,No,No,0,Yes,Yes,65,Yes,Multiple Violations
EMP015362,Tamil Nadu,District Y,Nurse,Manufacturing,Skilled,Permanent,Female,60,8,26,8,223,29,6,No,284,284,79804,81440,2888,1367,0,201,264,96,5,Monthly,Small,Private,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP015363,Tamil Nadu,District Y,Electrician,Manufacturing,Skilled,Permanent,Female,56,28,26,8,186,20,6,No,318,308,71868,71331,1883,795,1619,1590,429,100,0,Monthly,Small,Contractor,Yes,Yes,Yes,Yes,No,Yes,Yes,22,Yes,Yes,70,Yes,Multiple Violations
EMP015364,Tamil Nadu,District Y,Delivery Partner,Manufacturing,Skilled,Permanent,Male,36,21,26,8,226,24,7,Yes,198,198,54252,56072,633,1459,0,654,393,88,2,Monthly,Medium,Private,Yes,Yes,Yes,No,No,No,No,0,Yes,Yes,0,No,None
EMP015365,Tamil Nadu,District Y,Delivery Partner,Manufacturing,Skilled,Permanent,Male,58,2,26,8,196,8,1,No,220,220,46640,42316,2109,993,0,1605,719,95,3,Monthly,Large,Private,Yes,Yes,Yes,No,No,No,Yes,10,No,No,15,Yes,Delayed Salary
EMP015366,Tamil Nadu,District Y,Electrician,Manufacturing,Skilled,Permanent,Female,48,22,26,8,193,28,8,No,185,185,46065,47483,1922,941,0,583,218,93,3,Monthly,Small,Government,Yes,Yes,Yes,No,No,No,No,0,Yes,Yes,0,No,None
EMP015367,Tamil Nadu,District Y,Nurse,Manufacturing,Skilled,Permanent,Male,20,27,26,8,184,20,2,Yes,234,234,52416,47948,861,917,0,885,201,94,3,Monthly,Large,Private,Yes,Yes,No,No,Yes,No,No,0,No,Yes,30,Yes,Unpaid Overtime
EMP015368,Tamil Nadu,District Y,Delivery Partner,Manufacturing,Skilled,Permanent,Male,28,25,26,8,231,3,7,Yes,179,169,42423,36968,1768,743,0,1723,540,99,2,Monthly,Large,Private,Yes,Yes,No,Yes,Yes,No,Yes,11,Yes,No,80,Yes,Multiple Violations
EMP015369,Tamil Nadu,District Y,Security Guard,Manufacturing,Skilled,Permanent,Female,60,19,26,8,192,27,5,Yes,173,173,42558,44544,2346,382,0,287,123,80,4,Monthly,Small,Contractor,Yes,Yes,Yes,No,No,No,No,0,Yes,Yes,0,No,None
EMP015370,Tamil Nadu,District Y,Nurse,Manufacturing,Skilled,Permanent,Female,42,3,26,8,200,29,6,Yes,256,246,66048,63361,9,194,0,1064,344,80,5,Monthly,Large,Government,Yes,Yes,Yes,Yes,No,No,No,0,No,Yes,35,Yes,Minimum Wage Violation
EMP015371,Tamil Nadu,District Y,Teacher,Manufacturing,Skilled,Permanent,Female,56,0,26,8,186,6,7,Yes,342,342,67716,69366,2499,1163,0,370,53,96,1,Monthly,Large,Government,Yes,Yes,Yes,No,No,No,No,0,No,Yes,0,No,None
EMP015372,Tamil Nadu,District Y,Factory Worker,Manufacturing,Skilled,Permanent,Female,57,7,26,8,220,24,6,Yes,156,146,41808,39928,2845,1415,943,217,310,93,1,Monthly,Small,Private,Yes,Yes,Yes,Yes,No,Yes,No,0,Yes,Yes,55,Yes,Multiple Violations
EMP015373,Tamil Nadu,District Y,Nurse,Manufacturing,Skilled,Permanent,Female,41,7,26,8,187,0,8,No,405,405,75735,73774,2966,141,0,1427,734,99,3,Monthly,Small,Private,Yes,Yes,Yes,No,No,No,Yes,28,Yes,Yes,15,Yes,Delayed Salary
EMP015374,Tamil Nadu,District Y,Nurse,Manufacturing,Skilled,Permanent,Male,20,13,26,8,219,3,0,No,434,434,97650,97833,2022,272,0,1271,602,84,2,Monthly,Large,Private,Yes,Yes,Yes,No,No,No,No,0,No,No,0,No,None
EMP015375,Tamil Nadu,District Y,Delivery Partner,Manufacturing,Skilled,Permanent,Female,52,0,26,8,208,12,2,Yes,241,231,55912,55078,2937,739,0,538,717,82,2,Monthly,Medium,Government,Yes,Yes,No,Yes,Yes,No,No,0,No,No,65,Yes,Multiple Violations
EMP015376,Tamil Nadu,District Y,Delivery Partner,Manufacturing,Skilled,Permanent,Male,23,1,26,8,229,23,6,No,171,171,47025,47378,2130,1116,0,1743,423,88,0,Monthly,Large,Private,Yes,Yes,Yes,No,No,No,No,0,Yes,Yes,0,No,None
EMP015377,Tamil Nadu,District Y,Security Guard,Manufacturing,Skilled,Permanent,Female,52,7,26,8,211,20,0,Yes,171,161,42921,37320,658,1180,0,484,187,88,0,Monthly,Small,Government,Yes,Yes,No,Yes,Yes,No,No,0,No,Yes,65,Yes,Multiple Violations
EMP015378,Tamil Nadu,District Y,Factory Worker,Manufacturing,Skilled,Permanent,Female,22,26,26,8,229,6,4,No,237,237,57117,57941,1440,321,0,1138,419,92,5,Monthly,Medium,Private,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP015379,Tamil Nadu,District Y,Security Guard,Manufacturing,Skilled,Permanent,Female,32,26,26,8,206,24,4,Yes,126,126,32004,30681,2907,1230,2161,991,566,98,3,Monthly,Medium,Private,Yes,Yes,Yes,No,No,Yes,No,0,Yes,Yes,20,Yes,Illegal Deduction
EMP015380,Tamil Nadu,District Y,Nurse,Manufacturing,Skilled,Permanent,Female,52,4,26,8,234,8,8,No,304,304,76000,77359,1108,260,0,1150,57,100,1,Monthly,Large,Contractor,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP015381,Tamil Nadu,District Y,Nurse,Manufacturing,Skilled,Permanent,Male,40,30,26,8,218,23,1,No,244,244,64416,65293,2899,529,0,1633,376,86,5,Monthly,Large,Government,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP015382,Tamil Nadu,District Y,Factory Worker,Manufacturing,Skilled,Permanent,Male,23,25,26,8,223,1,2,Yes,247,247,55575,56675,1552,348,0,1611,263,95,3,Monthly,Medium,Government,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP015383,Tamil Nadu,District Y,Factory Worker,Manufacturing,Skilled,Permanent,Male,24,22,26,8,187,30,8,No,225,225,55575,56271,1075,691,0,1718,410,86,4,Monthly,Large,Private,Yes,Yes,Yes,No,No,No,No,0,No,Yes,0,No,None
EMP015384,Tamil Nadu,District Y,Electrician,Manufacturing,Skilled,Permanent,Female,49,19,26,8,201,4,5,No,219,219,45771,46756,2531,645,0,1365,577,82,4,Monthly,Large,Private,Yes,Yes,Yes,No,No,No,No,0,Yes,Yes,0,No,None
EMP015385,Tamil Nadu,District Y,Delivery Partner,Manufacturing,Skilled,Permanent,Male,43,26,26,8,199,3,1,No,169,159,34645,32676,758,752,0,1344,615,94,2,Monthly,Medium,Government,Yes,Yes,No,Yes,Yes,No,No,0,Yes,No,65,Yes,Multiple Violations
EMP015386,Tamil Nadu,District Y,Teacher,Manufacturing,Skilled,Permanent,Female,46,30,26,8,205,6,0,Yes,430,430,93310,95328,2507,722,0,1672,437,82,3,Monthly,Large,Private,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP015387,Tamil Nadu,District Y,Factory Worker,Manufacturing,Skilled,Permanent,Male,19,0,26,8,200,8,1,Yes,253,253,54648,54904,124,635,0,998,776,81,0,Monthly,Large,Government,Yes,Yes,Yes,No,No,No,No,0,No,No,0,No,None
EMP015388,Tamil Nadu,District Y,Security Guard,Manufacturing,Skilled,Permanent,Male,50,20,26,8,216,21,7,Yes,128,128,33024,34461,2974,1168,0,1502,252,91,1,Monthly,Small,Private,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP015389,Tamil Nadu,District Y,Nurse,Manufacturing,Skilled,Permanent,Male,34,1,26,8,223,27,7,Yes,372,362,103044,97291,211,616,0,548,574,87,2,Monthly,Medium,Private,Yes,Yes,No,Yes,Yes,No,No,0,Yes,Yes,65,Yes,Multiple Violations
EMP015390,Tamil Nadu,District Y,Security Guard,Manufacturing,Skilled,Permanent,Female,33,25,26,8,221,15,1,Yes,146,146,36646,37374,2773,1250,0,424,446,100,4,Monthly,Medium,Contractor,Yes,Yes,Yes,No,No,No,No,0,Yes,Yes,0,No,None
EMP015391,Tamil Nadu,District Y,Teacher,Manufacturing,Skilled,Permanent,Male,41,4,26,8,231,7,4,Yes,468,468,114660,115469,219,208,0,1221,145,89,4,Monthly,Small,Government,Yes,Yes,Yes,No,No,No,No,0,Yes,Yes,0,No,None
EMP015392,Tamil Nadu,District Y,Delivery Partner,Manufacturing,Skilled,Permanent,Male,21,26,26,8,227,11,7,No,144,144,35856,37491,723,854,0,1072,405,92,3,Monthly,Large,Government,Yes,Yes,Yes,No,No,No,No,0,No,No,0,No,None
EMP015393,Tamil Nadu,District Y,Nurse,Manufacturing,Skilled,Permanent,Male,50,29,26,8,210,24,8,No,352,352,90816,92245,39,932,0,454,296,88,3,Monthly,Medium,Government,Yes,Yes,Yes,No,No,No,No,0,Yes,No,0,No,None
EMP015394,Tamil Nadu,District Y,Delivery Partner,Manufacturing,Skilled,Permanent,Male,58,0,26,8,203,17,6,Yes,120,110,28440,23922,1501,494,0,759,262,97,0,Monthly,Large,Contractor,Yes,Yes,Yes,Yes,No,No,No,0,No,No,35,Yes,Minimum Wage Violation
EMP015395,Tamil Nadu,District Y,Security Guard,Manufacturing,Skilled,Permanent,Male,19,8,26,8,204,18,8,No,157,157,37680,38604,442,257,0,842,496,87,3,Monthly,Large,Government,Yes,Yes,Yes,No,No,No,No,0,Yes,Yes,0,No,None
EMP015396,Tamil Nadu,District Y,Teacher,Manufacturing,Skilled,Permanent,Male,33,14,26,8,204,24,7,No,533,533,134316,133463,1147,296,0,791,762,81,2,Monthly,Small,Contractor,Yes,Yes,Yes,No,No,No,Yes,11,No,Yes,15,Yes,Delayed Salary
